,Period Label,Year,Location,Vessel Type,Median time in port (days),Average age of vessels,Average size (GT) of vessels,Maximum size (GT) of vessels,Average cargo carrying capacity (dwt) per vessel,Maximum cargo carrying capacity (dwt) of vessels,Average container carrying capacity (TEU) per container ship,Maximum container carrying capacity (TEU) of container ships
1382,S2-2021,2021,Netherlands,Dry bulk carriers,1.3604,10,38652,150918,69459.0,297541.0,,
1383,S2-2021,2021,Netherlands,Roll-on/ roll-off ships,,21,17287,76420,6613.0,48988.0,,
1384,S2-2021,2021,Netherlands,Liquefied petroleum gas carriers,0.9896,14,6293,48714,6999.0,58585.0,,
1385,S2-2021,2021,Netherlands,Liquefied natural gas carriers,1.0299,8,61369,163922,48040.0,130441.0,,
1386,S2-2021,2021,Norway,All ships,0.4215,13,3973,184089,7108.0,320137.0,828.0,1875.0
1387,S2-2021,2021,Norway,Passenger ships,,12,3841,184089,,,,
1388,S2-2021,2021,Norway,Liquid bulk carriers,0.5833,15,10969,170618,17720.0,320137.0,,
1389,S2-2021,2021,Norway,Container ships,0.3521,16,8640,17360,,,828.0,1875.0
1390,S2-2021,2021,Norway,Dry breakbulk carriers,0.3368,24,2732,49091,3307.0,63581.0,,
1391,S2-2021,2021,Norway,Dry bulk carriers,0.7549,17,17767,107741,29457.0,209951.0,,
1392,S2-2021,2021,Norway,Roll-on/ roll-off ships,,17,11199,70853,6889.0,28092.0,,
1393,S2-2021,2021,Norway,Liquefied petroleum gas carriers,0.8951,10,10860,47057,11974.0,54901.0,,
1394,S2-2021,2021,Norway,Liquefied natural gas carriers,0.2889,15,5405,22887,4311.0,20918.0,,
1395,S2-2021,2021,Russian Federation,All ships,1.4285,25,10921,128975,16048.0,182097.0,1466.0,7455.0
1396,S2-2021,2021,Russian Federation,Passenger ships,,28,7022,11478,,,,
1397,S2-2021,2021,Russian Federation,Liquid bulk carriers,1.0597,22,12667,86990,21321.0,167295.0,,
1398,S2-2021,2021,Russian Federation,Container ships,1.7104,16,16342,83133,,,1466.0,7455.0
1399,S2-2021,2021,Russian Federation,Dry breakbulk carriers,1.7194,30,4206,51821,5465.0,80500.0,,
1400,S2-2021,2021,Russian Federation,Dry bulk carriers,2.4868,16,26266,94970,46001.0,182097.0,,
1401,S2-2021,2021,Russian Federation,Roll-on/ roll-off ships,,28,14054,72705,6760.0,22910.0,,
1402,S2-2021,2021,Russian Federation,Liquefied petroleum gas carriers,1.4708,18,7297,18425,8538.0,22911.0,,
1403,S2-2021,2021,Russian Federation,Liquefied natural gas carriers,1.15,10,92479,128975,69566.0,97000.0,,
1404,S2-2021,2021,Spain,All ships,0.9007,17,16267,236583,15043.0,183123.0,3054.0,23964.0
1405,S2-2021,2021,Spain,Passenger ships,,19,14683,226963,,,,
1406,S2-2021,2021,Spain,Liquid bulk carriers,0.8868,12,11278,86266,18514.0,165209.0,,
1407,S2-2021,2021,Spain,Container ships,0.6563,15,32877,236583,,,3054.0,23964.0
1408,S2-2021,2021,Spain,Dry breakbulk carriers,1.2007,16,5055,66870,7143.0,72562.0,,
1409,S2-2021,2021,Spain,Dry bulk carriers,1.7875,15,24154,95086,42151.0,183123.0,,
1410,S2-2021,2021,Spain,Roll-on/ roll-off ships,,13,22205,76420,7688.0,45200.0,,
1411,S2-2021,2021,Spain,Liquefied petroleum gas carriers,1.0035,12,6573,48060,7327.0,55047.0,,
1412,S2-2021,2021,Spain,Liquefied natural gas carriers,1.0812,10,93832,163922,74409.0,130441.0,,
1413,S2-2021,2021,Sweden,All ships,0.7694,23,16766,214286,8607.0,159021.0,1578.0,19630.0
1414,S2-2021,2021,Sweden,Passenger ships,,25,20574,153516,,,,
1415,S2-2021,2021,Sweden,Liquid bulk carriers,0.6667,14,8157,88099,12322.0,159021.0,,
1416,S2-2021,2021,Sweden,Container ships,0.7024,15,16948,214286,,,1578.0,19630.0
1417,S2-2021,2021,Sweden,Dry breakbulk carriers,0.9854,22,3771,37499,5325.0,55807.0,,
1418,S2-2021,2021,Sweden,Dry bulk carriers,0.467,25,6564,49445,10042.0,87091.0,,
1419,S2-2021,2021,Sweden,Roll-on/ roll-off ships,,20,27765,76420,10338.0,34960.0,,
1420,S2-2021,2021,Sweden,Liquefied petroleum gas carriers,0.8069,15,7760,50468,8575.0,55250.0,,
1421,S2-2021,2021,Sweden,Liquefied natural gas carriers,0.7069,7,13161,22887,10073.0,20916.0,,
1422,S2-2021,2021,Türkiye,All ships,1.2347,24,4979,232618,17353.0,318824.0,2916.0,23756.0
1423,S2-2021,2021,Türkiye,Passenger ships,,25,1639,93558,,,,
1424,S2-2021,2021,Türkiye,Liquid bulk carriers,1.1521,14,19068,161045,33278.0,318824.0,,
1425,S2-2021,2021,Türkiye,Container ships,0.6382,17,31961,232618,,,2916.0,23756.0
1426,S2-2021,2021,Türkiye,Dry breakbulk carriers,1.5764,28,4121,51065,5750.0,72148.0,,
1427,S2-2021,2021,Türkiye,Dry bulk carriers,4.0833,16,24831,109716,42716.0,211182.0,,
1428,S2-2021,2021,Türkiye,Roll-on/ roll-off ships,,25,26387,76299,10593.0,45200.0,,
1429,S2-2021,2021,Türkiye,Liquefied petroleum gas carriers,1.1903,20,15872,48825,18322.0,58691.0,,
1430,S2-2021,2021,Türkiye,Liquefied natural gas carriers,1.1563,8,112020,141671,89217.0,121843.0,,
1431,S2-2021,2021,United States of America,All ships,1.5861,26,15853,228081,47932.0,321300.0,5328.0,19273.0
1432,S2-2021,2021,United States of America,Passenger ships,,30,6784,228081,,,,
1433,S2-2021,2021,United States of America,Liquid bulk carriers,1.6201,11,35049,170611,60704.0,321300.0,,
1434,S2-2021,2021,United States of America,Container ships,1.2958,15,59511,196670,,,5328.0,19273.0
1435,S2-2021,2021,United States of America,Dry breakbulk carriers,2.0563,16,12812,66870,17196.0,81279.0,,
1436,S2-2021,2021,United States of America,Dry bulk carriers,2.0778,20,29052,108237,52282.0,208775.0,,
1437,S2-2021,2021,United States of America,Roll-on/ roll-off ships,,13,58884,100430,21586.0,55828.0,,
1438,S2-2021,2021,United States of America,Liquefied petroleum gas carriers,1.8135,9,30261,60784,34404.0,63770.0,,
1439,S2-2021,2021,United States of America,Liquefied natural gas carriers,1.2521,6,105630,149367,84165.0,121946.0,,
1440,S2-2021,2021,United Kingdom,All ships,1.1639,18,14244,235579,12269.0,320785.0,3064.0,23992.0
1441,S2-2021,2021,United Kingdom,Passenger ships,,18,13217,184089,,,,
1442,S2-2021,2021,United Kingdom,Liquid bulk carriers,1.0438,14,12613,166094,21106.0,320785.0,,
1443,S2-2021,2021,United Kingdom,Container ships,0.8503,16,33291,235579,,,3064.0,23992.0
1444,S2-2021,2021,United Kingdom,Dry breakbulk carriers,1.5236,19,3394,48292,4699.0,62074.0,,
1445,S2-2021,2021,United Kingdom,Dry bulk carriers,3.049,13,25881,94970,44249.0,180556.0,,
1446,S2-2021,2021,United Kingdom,Roll-on/ roll-off ships,,15,24649,100430,9855.0,55828.0,,
1447,S2-2021,2021,United Kingdom,Liquefied petroleum gas carriers,1.0486,11,6759,46491,7271.0,50891.0,,
1448,S2-2021,2021,United Kingdom,Liquefied natural gas carriers,1.234,8,75172,168189,61321.0,154940.0,,
1449,S1-2022,2022,World,All ships,1.0694,18,14285,236583,25725.0,404389.0,3407.0,24000.0
1450,S1-2022,2022,World,Passenger ships,,20,8075,235600,,,,
1451,S1-2022,2022,World,Liquid bulk carriers,0.9958,15,16298,170618,28286.0,323183.0,,
1452,S1-2022,2022,World,Container ships,0.8382,15,36855,236583,,,3407.0,24000.0
1453,S1-2022,2022,World,Dry breakbulk carriers,1.1938,21,5571,91784,7604.0,138743.0,,
1454,S1-2022,2022,World,Dry bulk carriers,2.2306,14,32735,204014,58640.0,404389.0,,
1455,S1-2022,2022,World,Roll-on/ roll-off ships,,17,25706,100430,10319.0,55828.0,,
1456,S1-2022,2022,World,Liquefied petroleum gas carriers,1.0292,16,10726,60784,11986.0,64220.0,,
1457,S1-2022,2022,World,Liquefied natural gas carriers,1.1174,12,96843,168189,75614.0,155159.0,,
1458,S1-2022,2022,Australia,All ships,1.6104,17,32686,152305,82425.0,297633.0,4475.0,9572.0
1459,S1-2022,2022,Australia,Passenger ships,,26,3615,91627,,,,
1460,S1-2022,2022,Australia,Liquid bulk carriers,1.3184,9,23888,84156,40398.0,157564.0,,
1461,S1-2022,2022,Australia,Container ships,1.7191,14,49168,109712,,,4475.0,9572.0
1462,S1-2022,2022,Australia,Dry breakbulk carriers,2.2292,12,17715,57934,27077.0,80500.0,,
1463,S1-2022,2022,Australia,Dry bulk carriers,1.6868,11,59339,152305,110964.0,297633.0,,
1464,S1-2022,2022,Australia,Roll-on/ roll-off ships,,11,42498,76420,15559.0,43878.0,,
1465,S1-2022,2022,Australia,Liquefied petroleum gas carriers,0.908,8,14055,53471,15142.0,57748.0,,
1466,S1-2022,2022,Australia,Liquefied natural gas carriers,1.2465,10,111880,149367,86177.0,97955.0,,
1467,S1-2022,2022,Canada,All ships,0.9667,26,10931,225282,34424.0,300837.0,4709.0,16000.0
1468,S1-2022,2022,Canada,Passenger ships,,29,7020,225282,,,,
1469,S1-2022,2022,Canada,Liquid bulk carriers,1.0906,12,25168,160462,42234.0,300837.0,,
1470,S1-2022,2022,Canada,Container ships,1.9771,16,51902,176546,,,4709.0,16000.0
1471,S1-2022,2022,Canada,Dry breakbulk carriers,0.7035,12,12010,40328,16472.0,55531.0,,
1472,S1-2022,2022,Canada,Dry bulk carriers,0.5597,20,28491,109731,49249.0,210898.0,,
1473,S1-2022,2022,Canada,Roll-on/ roll-off ships,,14,9989,100430,5184.0,55828.0,,
1474,S1-2022,2022,Canada,Liquefied petroleum gas carriers,1.4694,10,47594,48963,54660.0,58757.0,,
1475,S1-2022,2022,China,All ships,1.1563,14,33241,236583,46318.0,404389.0,4446.0,24000.0
1476,S1-2022,2022,China,Passenger ships,,12,21848,77499,,,,
1477,S1-2022,2022,China,Liquid bulk carriers,1.1451,12,19438,170618,33800.0,323183.0,,
1478,S1-2022,2022,China,Container ships,0.7743,13,47428,236583,,,4446.0,24000.0
1479,S1-2022,2022,China,Dry breakbulk carriers,1.6292,17,10499,91649,14781.0,103652.0,,
1480,S1-2022,2022,China,Dry bulk carriers,2.066,14,42670,204014,77916.0,404389.0,,
1481,S1-2022,2022,China,Roll-on/ roll-off ships,,13,31057,76420,10800.0,43878.0,,
1482,S1-2022,2022,China,Liquefied petroleum gas carriers,1.0392,15,9885,60784,10706.0,64220.0,,
1483,S1-2022,2022,China,Liquefied natural gas carriers,1.2313,11,101178,168189,81703.0,155159.0,,
1484,S1-2022,2022,Croatia,All ships,1.3281,17,3783,153744,18222.0,159385.0,4002.0,15226.0
1485,S1-2022,2022,Croatia,Passenger ships,,17,3355,137936,,,,
1486,S1-2022,2022,Croatia,Liquid bulk carriers,0.9795,16,16657,84029,28365.0,159385.0,,
1487,S1-2022,2022,Croatia,Container ships,0.7684,15,42555,153744,,,4002.0,15226.0
1488,S1-2022,2022,Croatia,Dry breakbulk carriers,2.2104,27,4151,66870,5586.0,71955.0,,
1489,S1-2022,2022,Croatia,Dry bulk carriers,3.0299,24,18981,61677,33376.0,114045.0,,
1490,S1-2022,2022,Croatia,Liquefied natural gas carriers,2.2035,7,111313,126004,87621.0,94665.0,,
1491,S1-2022,2022,Denmark,All ships,0.7469,21,10004,214286,7464.0,182983.0,1991.0,19630.0
1492,S1-2022,2022,Denmark,Passenger ships,,21,10404,183200,,,,
1493,S1-2022,2022,Denmark,Liquid bulk carriers,0.6646,17,7644,86990,12163.0,164028.0,,
1494,S1-2022,2022,Denmark,Container ships,0.559,15,22080,214286,,,1991.0,19630.0
1495,S1-2022,2022,Denmark,Dry breakbulk carriers,0.8319,24,2997,20236,4169.0,32269.0,,
1496,S1-2022,2022,Denmark,Dry bulk carriers,0.8313,13,9663,94090,15905.0,182983.0,,
1497,S1-2022,2022,Denmark,Roll-on/ roll-off ships,,17,25653,72708,13805.0,48988.0,,
1498,S1-2022,2022,Denmark,Liquefied petroleum gas carriers,1.158,11,4370,17840,4785.0,23484.0,,
1499,S1-2022,2022,France,All ships,1.2125,18,21356,236583,17633.0,319778.0,5073.0,23964.0
1500,S1-2022,2022,France,Passenger ships,,20,22142,235600,,,,
1501,S1-2022,2022,France,Liquid bulk carriers,1.0278,13,12382,167168,20825.0,319778.0,,
1502,S1-2022,2022,France,Container ships,1.1208,14,55262,236583,,,5073.0,23964.0
1503,S1-2022,2022,France,Dry breakbulk carriers,1.5729,18,4550,46295,6358.0,72871.0,,
1504,S1-2022,2022,France,Dry bulk carriers,3.1,15,25675,107526,45178.0,208521.0,,
1505,S1-2022,2022,France,Roll-on/ roll-off ships,,18,26962,76420,11462.0,45200.0,,
1506,S1-2022,2022,France,Liquefied petroleum gas carriers,1.1142,13,8716,49567,9828.0,55250.0,,
1507,S1-2022,2022,France,Liquefied natural gas carriers,1.1187,9,106670,149367,82808.0,121935.0,,
1508,S1-2022,2022,Germany,All ships,0.834,21,13707,236583,9602.0,319191.0,4438.0,23992.0
1509,S1-2022,2022,Germany,Passenger ships,,22,12124,183200,,,,
1510,S1-2022,2022,Germany,Liquid bulk carriers,0.534,18,5055,162800,8285.0,319191.0,,
1511,S1-2022,2022,Germany,Container ships,1.2715,14,48304,236583,,,4438.0,23992.0
1512,S1-2022,2022,Germany,Dry breakbulk carriers,0.7951,22,3938,46295,4947.0,72927.0,,
1513,S1-2022,2022,Germany,Dry bulk carriers,2.8139,12,31199,108828,54565.0,210898.0,,
1514,S1-2022,2022,Germany,Roll-on/ roll-off ships,,17,30359,100430,12722.0,55828.0,,
1515,S1-2022,2022,Germany,Liquefied petroleum gas carriers,0.8389,14,5712,48060,6275.0,54543.0,,
1516,S1-2022,2022,Greece,All ships,0.8656,22,7937,219688,7550.0,167295.0,4275.0,21237.0
1517,S1-2022,2022,Greece,Passenger ships,,21,7268,181541,,,,
1518,S1-2022,2022,Greece,Liquid bulk carriers,0.5979,22,5131,84796,8040.0,167295.0,,
1519,S1-2022,2022,Greece,Container ships,1.1865,17,45594,219688,,,4275.0,21237.0
1520,S1-2022,2022,Greece,Dry breakbulk carriers,1.1944,34,2899,39463,4009.0,52313.0,,
1521,S1-2022,2022,Greece,Dry bulk carriers,0.7625,26,7636,47051,12723.0,87144.0,,
1522,S1-2022,2022,Greece,Roll-on/ roll-off ships,,35,15824,76420,6702.0,48988.0,,
1523,S1-2022,2022,Greece,Liquefied petroleum gas carriers,0.8656,25,5115,17242,5884.0,19621.0,,
1524,S1-2022,2022,Greece,Liquefied natural gas carriers,1.0097,8,107339,135951,83865.0,99025.0,,
1525,S1-2022,2022,Indonesia,All ships,1.2813,21,7796,136740,17116.0,230000.0,1167.0,8204.0
1526,S1-2022,2022,Indonesia,Passenger ships,,22,5133,20563,,,,
1527,S1-2022,2022,Indonesia,Liquid bulk carriers,1.3049,17,8871,85436,13880.0,162090.0,,
1528,S1-2022,2022,Indonesia,Container ships,1.0375,16,13145,91649,,,1167.0,8204.0
1529,S1-2022,2022,Indonesia,Dry breakbulk carriers,1.2313,21,5138,57934,6998.0,138743.0,,
1530,S1-2022,2022,Indonesia,Dry bulk carriers,2.9497,19,26212,113628,46246.0,230000.0,,
1531,S1-2022,2022,Indonesia,Roll-on/ roll-off ships,,32,10060,75206,4551.0,28092.0,,
1532,S1-2022,2022,Indonesia,Liquefied petroleum gas carriers,1.0875,21,8411,53573,9126.0,58811.0,,
1533,S1-2022,2022,Indonesia,Liquefied natural gas carriers,1.4208,17,96072,136740,72353.0,97730.0,,
1534,S1-2022,2022,Italy,All ships,1.3819,27,10046,235600,19902.0,313049.0,3522.0,23964.0
1535,S1-2022,2022,Italy,Passenger ships,,29,7339,235600,,,,
1536,S1-2022,2022,Italy,Liquid bulk carriers,1.2799,19,17376,157477,29523.0,299999.0,,
1537,S1-2022,2022,Italy,Container ships,1.0417,17,38547,232618,,,3522.0,23964.0
1538,S1-2022,2022,Italy,Dry breakbulk carriers,1.8854,20,5930,66870,8272.0,72914.0,,
1539,S1-2022,2022,Italy,Dry bulk carriers,4.0778,15,26259,151915,45539.0,313049.0,,
1540,S1-2022,2022,Italy,Roll-on/ roll-off ships,,14,35069,76420,13703.0,45200.0,,
1541,S1-2022,2022,Italy,Liquefied petroleum gas carriers,1.5167,15,8347,48051,9448.0,55047.0,,
1542,S1-2022,2022,Italy,Liquefied natural gas carriers,2.4014,15,42529,52855,30177.0,39520.0,,
1543,S1-2022,2022,Japan,All ships,0.4201,14,10111,165541,15391.0,327017.0,1529.0,14336.0
1544,S1-2022,2022,Japan,Passenger ships,,16,4484,50444,,,,
1545,S1-2022,2022,Japan,Liquid bulk carriers,0.3076,12,8247,165541,13980.0,322861.0,,
1546,S1-2022,2022,Japan,Container ships,0.3792,14,15801,151015,,,1529.0,14336.0
1547,S1-2022,2022,Japan,Dry breakbulk carriers,1.216,15,6929,66870,9406.0,138743.0,,
1548,S1-2022,2022,Japan,Dry bulk carriers,0.7993,14,17084,161294,29632.0,327017.0,,
1549,S1-2022,2022,Japan,Roll-on/ roll-off ships,,12,17025,76420,7440.0,43878.0,,
1550,S1-2022,2022,Japan,Liquefied petroleum gas carriers,0.3354,13,7042,51035,7674.0,58757.0,,
1551,S1-2022,2022,Japan,Liquefied natural gas carriers,1.0125,14,69123,149367,49931.0,122079.0,,
1552,S1-2022,2022,"Korea, Republic of",All ships,0.8833,15,18842,236583,21259.0,326932.0,2849.0,23992.0
1553,S1-2022,2022,"Korea, Republic of",Passenger ships,,12,17839,35187,,,,
1554,S1-2022,2022,"Korea, Republic of",Liquid bulk carriers,0.7361,13,13823,170611,23823.0,323182.0,,
1555,S1-2022,2022,"Korea, Republic of",Container ships,0.7312,14,30479,236583,,,2849.0,23992.0
1556,S1-2022,2022,"Korea, Republic of",Dry breakbulk carriers,1.1688,20,5228,91649,7652.0,138743.0,,
1557,S1-2022,2022,"Korea, Republic of",Dry bulk carriers,2.5,13,30258,173756,54270.0,326932.0,,
1558,S1-2022,2022,"Korea, Republic of",Roll-on/ roll-off ships,,20,26175,76420,10747.0,38500.0,,
1559,S1-2022,2022,"Korea, Republic of",Liquefied petroleum gas carriers,0.7972,14,7868,60783,8584.0,64012.0,,
1560,S1-2022,2022,"Korea, Republic of",Liquefied natural gas carriers,1.0479,12,109322,168189,87462.0,155159.0,,
1561,S1-2022,2022,Netherlands,All ships,0.641,18,13348,236583,15394.0,399821.0,2812.0,23992.0
1562,S1-2022,2022,Netherlands,Passenger ships,,15,14760,184089,,,,
1563,S1-2022,2022,Netherlands,Liquid bulk carriers,0.6146,17,9957,163465,18386.0,321300.0,,
1564,S1-2022,2022,Netherlands,Container ships,0.891,16,30203,236583,,,2812.0,23992.0
1565,S1-2022,2022,Netherlands,Dry breakbulk carriers,0.4326,21,3900,91784,5218.0,116173.0,,
1566,S1-2022,2022,Netherlands,Dry bulk carriers,1.1507,11,38989,197453,70083.0,399821.0,,
1567,S1-2022,2022,Netherlands,Roll-on/ roll-off ships,,23,17183,76420,6619.0,48988.0,,
1568,S1-2022,2022,Netherlands,Liquefied petroleum gas carriers,0.9753,15,6952,49567,7678.0,58811.0,,
1569,S1-2022,2022,Netherlands,Liquefied natural gas carriers,1.0431,6,84937,139050,66012.0,98936.0,,
1570,S1-2022,2022,Norway,All ships,0.4153,13,4080,184089,7375.0,320780.0,809.0,1875.0
1571,S1-2022,2022,Norway,Passenger ships,,12,3957,184089,,,,
1572,S1-2022,2022,Norway,Liquid bulk carriers,0.6111,15,11456,162614,18616.0,320780.0,,
1573,S1-2022,2022,Norway,Container ships,0.3462,18,8542,17488,,,809.0,1875.0
1574,S1-2022,2022,Norway,Dry breakbulk carriers,0.3295,24,2810,42515,3418.0,62000.0,,
1575,S1-2022,2022,Norway,Dry bulk carriers,0.8108,15,19551,107879,33108.0,209114.0,,
1576,S1-2022,2022,Norway,Roll-on/ roll-off ships,,18,11384,70853,6991.0,27343.0,,
1577,S1-2022,2022,Norway,Liquefied petroleum gas carriers,0.7882,11,7902,37366,8466.0,42543.0,,
1578,S1-2022,2022,Norway,Liquefied natural gas carriers,0.3146,17,7970,121597,5500.0,88797.0,,
1579,S1-2022,2022,Russian Federation,All ships,1.6819,24,13434,128975,20519.0,181458.0,1417.0,8600.0
1580,S1-2022,2022,Russian Federation,Passenger ships,,30,7497,12288,,,,
1581,S1-2022,2022,Russian Federation,Liquid bulk carriers,1.2375,21,16952,87146,29175.0,167282.0,,
1582,S1-2022,2022,Russian Federation,Container ships,1.701,17,15756,96628,,,1417.0,8600.0
1583,S1-2022,2022,Russian Federation,Dry breakbulk carriers,2.1653,29,4559,84503,6061.0,138743.0,,
1584,S1-2022,2022,Russian Federation,Dry bulk carriers,2.6174,16,27152,94970,47497.0,181458.0,,
1585,S1-2022,2022,Russian Federation,Roll-on/ roll-off ships,,32,11074,58250,5772.0,22910.0,,
1586,S1-2022,2022,Russian Federation,Liquefied petroleum gas carriers,2.0167,17,10083,18425,11942.0,23273.0,,
1587,S1-2022,2022,Russian Federation,Liquefied natural gas carriers,1.0747,10,99471,128975,72619.0,97000.0,,
1588,S1-2022,2022,Spain,All ships,0.9264,17,17097,236583,16621.0,314014.0,3157.0,23964.0
1589,S1-2022,2022,Spain,Passenger ships,,19,15446,235600,,,,
1590,S1-2022,2022,Spain,Liquid bulk carriers,0.8924,13,11684,160682,19302.0,314014.0,,
1591,S1-2022,2022,Spain,Container ships,0.699,16,34094,236583,,,3157.0,23964.0
1592,S1-2022,2022,Spain,Dry breakbulk carriers,1.1882,17,5109,91784,7195.0,116173.0,,
1593,S1-2022,2022,Spain,Dry bulk carriers,1.8729,14,26536,107761,46280.0,209472.0,,
1594,S1-2022,2022,Spain,Roll-on/ roll-off ships,,14,23991,76420,8288.0,45200.0,,
1595,S1-2022,2022,Spain,Liquefied petroleum gas carriers,1.0146,12,7833,48600,8843.0,55076.0,,
1596,S1-2022,2022,Spain,Liquefied natural gas carriers,1.0562,9,99072,163922,77044.0,130441.0,,
1597,S1-2022,2022,Sweden,All ships,0.816,24,16713,214286,8837.0,320780.0,1613.0,19630.0
1598,S1-2022,2022,Sweden,Passenger ships,,26,20777,181541,,,,
1599,S1-2022,2022,Sweden,Liquid bulk carriers,0.6764,15,8737,162614,13260.0,320780.0,,
1600,S1-2022,2022,Sweden,Container ships,0.7764,17,17293,214286,,,1613.0,19630.0
1601,S1-2022,2022,Sweden,Dry breakbulk carriers,1.0226,22,3787,39433,5348.0,61250.0,,
1602,S1-2022,2022,Sweden,Dry bulk carriers,0.5066,29,6813,49206,10000.0,85206.0,,
1603,S1-2022,2022,Sweden,Roll-on/ roll-off ships,,20,28260,76420,11765.0,34960.0,,
1604,S1-2022,2022,Sweden,Liquefied petroleum gas carriers,0.9583,14,7862,50468,8570.0,54901.0,,
1605,S1-2022,2022,Sweden,Liquefied natural gas carriers,0.7875,7,12278,16100,8585.0,12268.0,,
1606,S1-2022,2022,Türkiye,All ships,1.2806,25,5449,232618,17443.0,211182.0,2935.0,22000.0
1607,S1-2022,2022,Türkiye,Passenger ships,,26,1714,167704,,,,
1608,S1-2022,2022,Türkiye,Liquid bulk carriers,1.2003,14,18583,86628,32107.0,167295.0,,
1609,S1-2022,2022,Türkiye,Container ships,0.7306,18,31964,232618,,,2935.0,22000.0
1610,S1-2022,2022,Türkiye,Dry breakbulk carriers,1.4861,28,4225,43528,5951.0,72562.0,,
1611,S1-2022,2022,Türkiye,Dry bulk carriers,4.0531,16,25496,109716,44119.0,211182.0,,
1612,S1-2022,2022,Türkiye,Roll-on/ roll-off ships,,28,22515,76420,9377.0,45200.0,,
1613,S1-2022,2022,Türkiye,Liquefied petroleum gas carriers,1.167,19,15898,49231,18541.0,55432.0,,
1614,S1-2022,2022,Türkiye,Liquefied natural gas carriers,1.2076,8,112158,141671,89106.0,99025.0,,
1615,S1-2022,2022,United States of America,All ships,1.7007,27,17666,235600,48498.0,319993.0,5183.0,19273.0
1616,S1-2022,2022,United States of America,Passenger ships,,31,8830,235600,,,,
1617,S1-2022,2022,United States of America,Liquid bulk carriers,1.634,11,35495,170562,61524.0,319993.0,,
1618,S1-2022,2022,United States of America,Container ships,1.4326,16,57959,196670,,,5183.0,19273.0
1619,S1-2022,2022,United States of America,Dry breakbulk carriers,2.0444,18,12697,61185,17006.0,80344.0,,
1620,S1-2022,2022,United States of America,Dry bulk carriers,2.7035,16,30341,109529,53750.0,210000.0,,
1621,S1-2022,2022,United States of America,Roll-on/ roll-off ships,,14,59611,100430,21852.0,55828.0,,
1622,S1-2022,2022,United States of America,Liquefied petroleum gas carriers,1.8056,10,30302,60784,34487.0,63770.0,,
1623,S1-2022,2022,United States of America,Liquefied natural gas carriers,1.3271,6,108179,149367,85917.0,109661.0,,
1624,S1-2022,2022,United Kingdom,All ships,1.2132,19,13975,235579,12913.0,319778.0,3309.0,23992.0
1625,S1-2022,2022,United Kingdom,Passenger ships,,20,12511,184089,,,,
1626,S1-2022,2022,United Kingdom,Liquid bulk carriers,1.0674,15,12997,161296,21683.0,319778.0,,
1627,S1-2022,2022,United Kingdom,Container ships,0.8938,17,35730,235579,,,3309.0,23992.0
1628,S1-2022,2022,United Kingdom,Dry breakbulk carriers,1.5444,20,3566,48292,4962.0,72927.0,,
1629,S1-2022,2022,United Kingdom,Dry bulk carriers,2.875,14,25873,107879,44257.0,208445.0,,
1630,S1-2022,2022,United Kingdom,Roll-on/ roll-off ships,,15,24187,100430,9698.0,55828.0,,
1631,S1-2022,2022,United Kingdom,Liquefied petroleum gas carriers,1.1049,12,7012,47922,7626.0,53999.0,,
1632,S1-2022,2022,United Kingdom,Liquefied natural gas carriers,1.2215,8,94300,168189,76612.0,154940.0,,
